codeSad,nomM,nomF
73025,Régisseur (Salles de concert),Régisseure (Salles de concert)
73026,Homme de ferme en chef,Femme de ferme en chef
73027,Contremaître général(Terrains),Contremaîtresse générale(Terr)
73028,Gérant de ferme,Gérante de ferme
73029,Animalier chef,Animalière chef
73030,Chef exécutif,Chef exécutif
73031,Chef d'atelier (Assemblage),Chef d'atelier (Assemblage)
73032,Chef d'atelier (Offsett),Chef d'atelier (Offsett)
73033,Chef d'atelier (Duplication),Chef d'atelier (Duplication)
73034,Superviseur (Centre approvis.),Superviseure (Centre approvis)
73035,Assistant gérant,Assistante gérante
73036,Chef de section (Sûreté),Chef de section (Sûreté)
73037,Superviseur adjoint,Superviseure adjointe
73038,Chef de section (Gardiennage),Chef de section (Gardiennage)
73039,Superviseur de la sûreté,Superviseure de la sûreté
73040,Chef de section (Électromécan),Chef de section (Électromécan)
73041,Gérant de station,Gérante de station
73042,Responsable de la production,Responsable de la production
73043,Chef de section m.t.-t.c.,Chef de section m.t.-t.c.
73044,Chef de section (Str-pein-ser),Chef de section (Str-pein-ser)
73045,Superviseur de la sureté,Superviseure de la sureté
73046,Chef exécutif adjoint,Chef exécutive adjointe
73053,Gérant d'unité,Gérante d'unité
73054,Contremaître-régisseur,Contremaîtresse-régisseuse
73055,Contremaître-régisseur,Contremaîtresse-régisseuse
73056,Contremaître - régie,Contremaîtresse - régie
73057,Contremaître - régie,Contremaîtresse - régie
73058,Contremaître courr. transport,Contremaîtresse courr.transpor
73059,Responsable,Responsable
73138,Coordonnateur (Régie),Coordonnatrice (Régie)
73139,Contremaître,Contremaîtresse
73140,Contremaître général,Contremaîtresse générale
73141,Responsable(Secteur aquatique),Responsable(Secteur aquatique)
73148,Coordonnateur des travaux,Coordonnatrice des travaux
73149,Coordonnateur aux estimations,Coordonnatrice aux estimations
73150,Adjoint à la coordination,Adjointe à la coordination
73280,Régisseur,Régisseure
73281,Régisseur,Régisseure
73282,Résident,Résidente
73311,Surintendant,Surintendante
73312,Surintendant,Surintendante
73313,Surveillant,Surveillante
73335,Contremaître des cuisines,Contremaîtresse des cuisines
73344,Assistant-régisseur,Assistante-régisseure
73345,Responsable alloc. de salles,Responsable alloc. de salles
73346,Assistant-régisseur,Assistante-régisseure
73347,Chef mécanicien (Opération),Chef mécanicienne (Opération)
73382,Contremaître (Entr.ménager),Contremaîtresse (Entr.ménager)
73384,Contremaître (Vent.et climat.),Contremaîtresse (Vent.et clim)
73385,Contremaître (Tuyauterie),Contremaîtresse (Tuyauterie)
73395,Chef (Sûreté et gardien),Chef (Sûreté et gardien)
73438,Responsable (C.E.P.S.U.M.),Responsable (C.E.P.S.U.M.)
73454,Contremaître (Électricité),Contremaîtresse (Électricité)
73455,Contremaître général str.,Contremaîtresse générale str.
73457,Contremaître (Ateliers),Contremaîtresse (Ateliers)
73458,Évaluateur,Évaluatrice
73501,Responsable (Serrur.et quinc.),Responsable (Serrur.et quinc.)
73518,Contremaître (Équip. sportifs),Contremaîtresse (Équip.sport.)
73562,Assistant-chef (Sécurité),Assistante-chef (Sécurité)
73563,Assistant-Chef (Sûr.&gardien.),Assistante-chef (Sûr.&gardien)
73572,Assistant surveillant,Assistante surveillante
73574,Estimateur,Estimatrice
73583,Coordonnateur (Succursales),Coordonnatrice (Succursales)
73588,Assistant-chef (Service),Assistante-chef (Service)
73589,Chef (Stationnement),Chef (Stationnement)
73620,Chef (Centr.therm.- sécur.gén),Chef (Centr.therm.- sécur.gén)
73625,Contremaître,Contremaîtresse
73626,Responsable entr. ménager -20h,Responsable entr. ménager -20h
73639,Responsable prévent.(Incendie),Responsable prévent.(Incendie)
73640,Responsable prév. (Accident),Responsable prév. (Accident)
73649,Responsable entretien ménager,Responsable entretien ménager
73650,Surintendant des travaux,Surintendante des travaux
73651,Assistant-chef (Division),Assistante-chef (Division)
73652,Représentant (S.B.T.),Représentante (S.B.T.)
73653,Responsable station biologie,Responsable station biologie
73654,Responsable activités sportive,Responsable activités sportive
73655,Responsable de(s) lab(s),Responsable de(s) lab(s)
73657,Responsable ress. matérielles,Responsable ress. matérielles
73658,Coordonnateur activ. sportives,Coordonnatrice activ.sportives
73659,Chef de section,Chef de section
73660,Responsable estimation,Responsable estimation
73661,Gestionnaire de site,Gestionnaire de site
73756,Responsable serv. à la client.,Responsable serv. à la client.
81001,Magasinier (Chimie),Magasinière (Chimie)
81002,Commis-receveur,Commis-receveuse
81003,Com. 2 - Librairie,Com. 2 - Librairie
81004,Commis points serv. tech,Commis points serv. tech
81005,Fonctions syndicales,Fonctions syndicales
81006,Com. comptes fournisseurs,Com. comptes fournisseurs
81007,Commis à la paie,Commis à la paie
81008,Com. aux approvisionnements,Com. aux approvisionnements
81009,Commis à l'org. matérielle,Commis à l'org. matérielle
81010,Magasinier - produits dérivés,Magasinière - produits dérivés
81011,"Commis, clinique","Commis, clinique"
81012,Agent de secrétariat médical,Agente de secrétariat médical
81013,Prép. accueil entr. stationn.,Prép. accueil entr. stationn.
81014,Commis à l'information (SESH),Commis à l'information (SESH)
81015,Commis accueil servi. employés,Commis accueil servi. employés
81016,Com. princ. courrier transport,Com. princ. courrier transport
81017,Associé aux ventes,Associée aux ventes
81100,Agent de réclamations,Agente de réclamations
81101,Commis (Finances),Commis (Finances)
81102,Commis principal (Documentat.),Commis principal (Documentat.)
81103,Magnéthécaire,Magnéthécaire
81104,Commis (Commandes),Commis (Commandes)
81105,Commis-magasinier,Commis-magasinière
81106,Magasinier,Magasinière
81107,Messager,Messagère
81108,Magasinier principal,Magasinière principale
81109,Opérateur pupitreur princip.,Opératrice pupitreuse princip.
81110,Commis aux achats,Commis aux achats
81111,Opérateur pupitreur,Opératrice pupitreuse
81112,Commis-receveur,Commis-receveuse
81113,Receveur-expéditeur princip.,Receveuse-expéditrice princip.
81114,Commis junior (Aff. administ.),Commis junior (Aff. administ.)
81115,Commis aux prix,Commis aux prix
81116,Commis (Boursiers étrangers),Commis (Boursiers étrangers)
81117,Commis (Aff. administratives),Commis (Aff. administratives)
81118,Commis principal (Bibliothèq.),Commis principale(Bibliothèq.)
81119,Libraire,Libraire
81120,Com. documentation - FMV,Com. documentation - FMV
81121,Contrôleur des travaux (SI),Contrôleuse des travaux (SI)
81122,Commis 2 (Documentation),Commis 2 (Documentation)
81123,Préposé au contrôle,Préposée au contrôle
81124,Préposé à l'enregistrement,Préposée à l'enregistrement
81125,Libraire principal,Libraire principale
81126,Commis (Contrôle des projets),Commis (Contrôle des projets)
81127,Opérateur de sous-station,Opératrice de sous-station
81128,Commis 2 (Avis de placement),Commis 2 (Avis de placement)
81129,Commis (Contrôle des absences),Commis (Contrôle des absences)
81130,Opérateur (Encodeur),Opératrice (Encodeur)
81131,Commis au classement,Commis au classement
81132,Opérateur (Machine à polycop.),Opératrice(Machine à polycop.)
81133,Commis (Vérific. et contrôle),Commis (Vérific. et contrôle)
81134,Opérateur de machine compt.,Opératrice de machine compt.
81135,Commis (Codification),Commis (Codification)
81136,Auxiliaire en informatique,Auxiliaire en informatique
81137,Commis (enregistre.) sav,Commis (enregistre.) sav
81138,Commis (Inscription),Commis (Inscription)
81139,Commis principal (Codificat.),Commis principale (Codificat.)
81140,Opérateur d'ordinateur,Opératrice d'ordinateur
81141,Téléphoniste-réceptionniste,Téléphoniste-réceptionniste
81142,Téléphoniste,Téléphoniste
81143,Répartiteur d'appels,Répartitrice d'appels
81144,Téléphoniste principal,Téléphoniste principale
81145,Commis (Admission),Commis (Admission)
81146,Com. 1 - Bibliothèque,Com. 1 - Bibliothèque
81147,Surveillant-préparateur,Surveillante-préparatrice
81148,Opérateur de terminal,Opératrice de terminal
81149,"Commis principal (Compt., PMV)","Commis principale (Compt.,PMV)"
81150,Commis-comptable (Librairie),Commis-comptable (Librairie)
81151,Commis-comptable (Dos. infor.),Commis-comptable (Dos.infor.)
81152,Commis (Affaires académiques),Commis (Affaires académiques)
81153,Commis (Changés étrangers),Commis (Changés étrangers)
81154,Commis (veuillez-payer),Commis (veuillez-payer)
81155,Com. 2 paie,Com. 2 paie
81156,Commis (Contrôle interne),Commis (Contrôle interne)
81157,Commis-comptable (Fonds spéc.),Commis-comptable (Fonds spéc.)
81158,Commis-comptable 1,Commis-comptable 1
81159,Commis-comptable (Paie),Commis-comptable (Paie)
81160,Commis-comptable (c.a.v.),Commis-comptable (c.a.v.)
81161,Commis 1 (Avis de placement),Commis 1 (Avis de placement)
81162,Commis (Vérification),Commis (Vérification)
81163,Commis-caissier (Finances),Commis-caissière (Finances)
81164,Commis-comptable 2,Commis-comptable 2
81165,Commis (Commandes et enreg.),Commis (Commandes et enreg.)
81166,Commis de bureau polyclinique,Commis de bureau polyclinique
81167,Commis (Centre de programmes),Commis (Centre de programmes)
81168,Commis principal (Fr. scolar.),Commis principale (Fr. scolar)
81169,Commis(Facturation des projet),Commis(Facturation des projet)
81170,Commis (Statistiques),Commis (Statistiques)
81171,Commis principal (Achats),Commis principale (Achats)
81172,Commis (Fichier),Commis (Fichier)
81173,Commis (Factures),Commis (Factures)
81174,Commis,Commis
81175,Commis (Vérification interne),Commis (Vérification interne)
81176,Commis(Validation et contrôle),Commis(Validation et contrôle)
81177,Commis(Fonds de développement),Commis(Fonds de développement)
81178,Commis principal,Commis principale
81179,Aide (Service animation cult.),Aide (Service animation cult.)
81180,Commis (Factures),Commis (Factures)
81181,Commis (Classification),Commis (Classification)
81182,Commis I (Factures),Commis I (Factures)
81183,Commis(Coordination - Médecin),Commis(Coordination - Médecin)
81184,Commis (Données cliniques),Commis (Données cliniques)
81185,Commis (Perception),Commis (Perception)
81186,Com. dossiers des patients,Com. dossiers des patients
81187,Commis I (Doss. des patients),Commis I (Doss. des patients)
81188,Préposé (Programmes cliniques),Préposée(Programmes cliniques)
81189,"Commis (Prescrip.,Optométrie)","Commis (Prescrip.,Optométrie)"
81190,"Commis (Encaissement, FEP)","Commis (Encaissement, FEP)"
81191,Com. - Cliniques dentaires,Com. - Cliniques dentaires
81192,Commis principal (Pharmacie),Commis principale (Pharmacie)
81193,Commis de bureau (Physique),Commis de bureau (Physique)
81194,Commis principal (Polycopie),Commis principale (Polycopie)
81195,Chef de bureau (Composition),Chef de bureau (Composition)
81196,Commis(Inscriptions des vente),Commis(Inscriptions des vente)
81197,Commis (Abonnements),Commis (Abonnements)
81198,Commis (Consult.-Psychologie),Commis (Consult.-Psychologie)
81199,Commis aux comptes (Archivage),Commis aux comptes (Archivage)
81200,Commis (Relevés de notes),Commis (Relevés de notes)
81201,Commis (Promotion),Commis (Promotion)
81202,Commis (Vérif. des dossiers),Commis (Vérif. des dossiers)
81203,Commis (Diplômes),Commis (Diplômes)
81204,Commis principal (Gest. doss.),Commis principale (Gest.doss.)
81205,Com. serrurerie,Com. serrurerie
81206,Commis senior (Direc. immeub.),Commis senior (Direc. immeub.)
81207,Commis (Travaux commandés),Commis (Travaux commandés)
81208,Commis (Régie d'immeuble),Commis (Régie d'immeuble)
81209,Commis(Classem. & compilation),Commis(Classem. & compilation)
81210,Commis (s.b.t.),Commis (s.b.t.)
81211,Rédacteur - publicitaire,Rédactrice - publicitaire
81212,Commis (Centre de dépêches),Commis (Centre de dépêches)
81213,Commis(Certificat des maîtres),Commis(Certificat des maîtres)
81214,Commis (Examens),Commis (Examens)
81215,Commis (Archives et examens),Commis (Archives et examens)
81216,Commis(Organisation matériel.),Commis(Organisation matériel.)
81217,Commis principal (Statistique),Commis principale(Statistique)
81218,Commis principal (Enregistr.),Commis principale (Enregistr.)
81219,Commis (Projets),Commis (Projets)
81220,Commis 2 (Frais de scolarité),Commis 2 (Frais de scolarité)
81221,Com. plans et relevés,Com. plans et relevés
81222,Commis 1 (Frais de scolarité),Commis 1 (Frais de scolarité)
81223,Commis (Conciliation),Commis (Conciliation)
81224,Commis (Distribut.des comptes),Commis (Distribut.des comptes)
81225,Commis (Fonds spéciaux),Commis (Fonds spéciaux)
81226,Commis (Doss. des professeurs),Commis (Doss. des professeurs)
81227,Com. dossiers étudiants,Com. dossiers étudiants
81228,"Commis principal (Compt., PUM)","Commis principale (Compt.,PUM)"
81229,Com. droit,Com. droit
81230,Commis (Réclamations),Commis (Réclamations)
81231,Commis (Consommation énergie),Commis (Consommation énergie)
81232,Commis de bureau,Commis de bureau
81233,Commis principal (Arch. étud.),Commis principale (Arch.étud.)
81234,Commis (Archives),Commis (Archives)
81235,Commis (Centre de sondage),Commis (Centre de sondage)
81236,Commis à l'information,Commis à l'information
81237,Commis (Dossiers - FEP),Commis (Dossiers - FEP)
81238,Commis (Échéancier-fichiers),Commis (Échéancier-fichiers)
81239,Commis (Documentation - Tests),Commis (Documentation - Tests)
81240,Préposé à la discothèque,Préposée à la discothèque
81241,Commis 2 (Statistiques),Commis 2 (Statistiques)
81242,Com. 2  courrier,Com. 2  courrier
81243,Commis 2 (Achats),Commis 2 (Achats)
81244,Commis 1 (Achats),Commis 1 (Achats)
81245,Commis principal (Hor.& doss.),Commis principale(Hor.& doss.)
81246,Commis (Audio-vidéothèque),Commis (Audio-vidéothèque)
81247,Commis principal (Trav.Terr.),Commis principale (Trav.Terr.)
81248,Surveillant (Centre sondage),Surveillante (Centre sondage)
