idsadvr,sexe,langues.nom,langues.medium,affiliations.fonction.codeSad,affiliations.fonction.nom,formations.diplome,formations.annee,formations.institutions.nom,formations.institutions.paysNom,formations.institutions.paysCode
in15302,F,,,42006,Professeure agrégée,,,,,
in15307,M,Anglais,Écrit,42001,Professeur titulaire,,,,,
in15307,M,Français,Écrit,42001,Professeur titulaire,,,,,
in15309,M,,,42006,Professeur agrégé,,,,,
in15311,M,,,42006,Professeur agrégé,,,,,
in15312,M,Anglais,Écrit,42006,Professeur agrégé,Master,2000,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15312,M,Anglais,Écrit,42006,Professeur agrégé,PhD,2004,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15312,M,Français,Écrit,42006,Professeur agrégé,Master,2000,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15312,M,Français,Écrit,42006,Professeur agrégé,PhD,2004,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15312,M,Anglais,Oral,42006,Professeur agrégé,Master,2000,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15312,M,Anglais,Oral,42006,Professeur agrégé,PhD,2004,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15312,M,Français,Oral,42006,Professeur agrégé,Master,2000,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15312,M,Français,Oral,42006,Professeur agrégé,PhD,2004,École Polytechnique Fédérale de Lausanne,Suisse,CH
in15313,F,,,42003,Professeure titulaire de clinique,,,,,
in15314,M,,,42001,Professeur titulaire,,,,,
in15316,M,,,42001,Professeur titulaire,,,,,
in15317,F,,,42006,Professeure agrégée,,,,,
in15318,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat de Médecine Spécialité Pédiatrie (MD),1989,Université Paris V,France,FR
in15318,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat (PhD),2001,Université Paris VII,France,FR
in15318,M,Français,Écrit,42001,Professeur titulaire,Doctorat de Médecine Spécialité Pédiatrie (MD),1989,Université Paris V,France,FR
in15318,M,Français,Écrit,42001,Professeur titulaire,Doctorat (PhD),2001,Université Paris VII,France,FR
in15318,M,Anglais,Oral,42001,Professeur titulaire,Doctorat de Médecine Spécialité Pédiatrie (MD),1989,Université Paris V,France,FR
in15318,M,Anglais,Oral,42001,Professeur titulaire,Doctorat (PhD),2001,Université Paris VII,France,FR
in15318,M,Français,Oral,42001,Professeur titulaire,Doctorat de Médecine Spécialité Pédiatrie (MD),1989,Université Paris V,France,FR
in15318,M,Français,Oral,42001,Professeur titulaire,Doctorat (PhD),2001,Université Paris VII,France,FR
in15325,M,,,42001,Professeur titulaire,,,,,
in15328,F,Français,Oral,42001,Professeure titulaire,B.Sc.,1993,Université de l'Alberta,Canada,CA
in15328,F,Français,Oral,42001,Professeure titulaire,M.Sc. [Santé communautaire et épidémiologie],1999,Université Queen’s,Canada,CA
in15328,F,Français,Oral,42001,Professeure titulaire,Ph.D.,2004,Université McGill,Canada,CA
in15333,M,,,42024,"Professeur agrégé, temps plein géographique sous contrat",,,,,
in15333,M,,,42024,"Professeur agrégé, temps plein géographique sous contrat",,,,,
in15334,F,Anglais,Écrit,42001,Professeure titulaire,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Anglais,Écrit,42001,Professeure titulaire,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15334,F,Anglais,Écrit,42006,Professeure agrégée,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Anglais,Écrit,42006,Professeure agrégée,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15334,F,Espagnol; castillan,Écrit,42001,Professeure titulaire,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Espagnol; castillan,Écrit,42001,Professeure titulaire,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15334,F,Espagnol; castillan,Écrit,42006,Professeure agrégée,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Espagnol; castillan,Écrit,42006,Professeure agrégée,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15334,F,Anglais,Oral,42001,Professeure titulaire,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Anglais,Oral,42001,Professeure titulaire,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15334,F,Anglais,Oral,42006,Professeure agrégée,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Anglais,Oral,42006,Professeure agrégée,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15334,F,Espagnol; castillan,Oral,42001,Professeure titulaire,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Espagnol; castillan,Oral,42001,Professeure titulaire,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15334,F,Espagnol; castillan,Oral,42006,Professeure agrégée,PhD,2005,University of Texas at Austin,États-Unis,US
in15334,F,Espagnol; castillan,Oral,42006,Professeure agrégée,Licenciatura,2000,Universidad de Buenos Aires,Argentine,AR
in15335,F,Anglais,Oral,42006,Professeure agrégée,,,,,
in15335,F,Français,Oral,42006,Professeure agrégée,,,,,
in15336,F,,,42001,Professeure titulaire,,,,,
in15336,F,,,42006,Professeure agrégée,,,,,
in15337,F,,,42006,Professeure agrégée,,,,,
in15338,M,Français,Écrit,42001,Professeur titulaire,,,,,
in15338,M,Français,Écrit,42098,Professeur honoraire,,,,,
in15338,M,Français,Oral,42001,Professeur titulaire,,,,,
in15338,M,Français,Oral,42098,Professeur honoraire,,,,,
in15339,F,,,42001,Professeure titulaire,,,,,
in15340,M,,,42001,Professeur titulaire,,,,,
in15340,M,,,42006,Professeur agrégé,,,,,
in15341,M,Arabe,Écrit,42008,Professeur agrégé de clinique,FRCS(C),2004,Centre hospitalier de l'Université de Montréal (CHUM),Canada,CA
in15341,M,Anglais,Écrit,42008,Professeur agrégé de clinique,FRCS(C),2004,Centre hospitalier de l'Université de Montréal (CHUM),Canada,CA
in15341,M,Français,Écrit,42008,Professeur agrégé de clinique,FRCS(C),2004,Centre hospitalier de l'Université de Montréal (CHUM),Canada,CA
in15341,M,Arabe,Oral,42008,Professeur agrégé de clinique,FRCS(C),2004,Centre hospitalier de l'Université de Montréal (CHUM),Canada,CA
in15341,M,Anglais,Oral,42008,Professeur agrégé de clinique,FRCS(C),2004,Centre hospitalier de l'Université de Montréal (CHUM),Canada,CA
in15341,M,Français,Oral,42008,Professeur agrégé de clinique,FRCS(C),2004,Centre hospitalier de l'Université de Montréal (CHUM),Canada,CA
in15342,F,,,42032,Professeure associée,,,,,
in15345,M,Anglais,Écrit,52072,Professeur/chercheur titulaire,Baccalauréat en psychologie,1989,Université de Moncton,Canada,CA
in15345,M,Anglais,Écrit,52072,Professeur/chercheur titulaire,Maîtrise,1992,Université de Montréal,Canada,CA
in15345,M,Anglais,Écrit,52072,Professeur/chercheur titulaire,Doctorat Ph.D,1997,Université de Montréal,Canada,CA
in15345,M,Anglais,Écrit,52072,Professeur/chercheur titulaire,stage postdoctoral,1999,Université de Montréal,Canada,CA
in15345,M,Anglais,Écrit,52072,Professeur/chercheur titulaire,Stage postdoctoral,2000,Université des Sciences et Technologie de Lille I,France,FR
in15345,M,Français,Écrit,52072,Professeur/chercheur titulaire,Baccalauréat en psychologie,1989,Université de Moncton,Canada,CA
in15345,M,Français,Écrit,52072,Professeur/chercheur titulaire,Maîtrise,1992,Université de Montréal,Canada,CA
in15345,M,Français,Écrit,52072,Professeur/chercheur titulaire,Doctorat Ph.D,1997,Université de Montréal,Canada,CA
in15345,M,Français,Écrit,52072,Professeur/chercheur titulaire,stage postdoctoral,1999,Université de Montréal,Canada,CA
in15345,M,Français,Écrit,52072,Professeur/chercheur titulaire,Stage postdoctoral,2000,Université des Sciences et Technologie de Lille I,France,FR
in15345,M,Anglais,Oral,52072,Professeur/chercheur titulaire,Baccalauréat en psychologie,1989,Université de Moncton,Canada,CA
in15345,M,Anglais,Oral,52072,Professeur/chercheur titulaire,Maîtrise,1992,Université de Montréal,Canada,CA
in15345,M,Anglais,Oral,52072,Professeur/chercheur titulaire,Doctorat Ph.D,1997,Université de Montréal,Canada,CA
in15345,M,Anglais,Oral,52072,Professeur/chercheur titulaire,stage postdoctoral,1999,Université de Montréal,Canada,CA
in15345,M,Anglais,Oral,52072,Professeur/chercheur titulaire,Stage postdoctoral,2000,Université des Sciences et Technologie de Lille I,France,FR
in15345,M,Français,Oral,52072,Professeur/chercheur titulaire,Baccalauréat en psychologie,1989,Université de Moncton,Canada,CA
in15345,M,Français,Oral,52072,Professeur/chercheur titulaire,Maîtrise,1992,Université de Montréal,Canada,CA
in15345,M,Français,Oral,52072,Professeur/chercheur titulaire,Doctorat Ph.D,1997,Université de Montréal,Canada,CA
in15345,M,Français,Oral,52072,Professeur/chercheur titulaire,stage postdoctoral,1999,Université de Montréal,Canada,CA
in15345,M,Français,Oral,52072,Professeur/chercheur titulaire,Stage postdoctoral,2000,Université des Sciences et Technologie de Lille I,France,FR
in15348,F,,,42001,Professeure titulaire,,,,,
in15349,M,Français,Écrit,52072,Professeur/chercheur titulaire,,,,,
in15349,M,Français,Oral,52072,Professeur/chercheur titulaire,,,,,
in15352,M,,,42032,Professeur associé,,,,,
in15353,M,Anglais,Écrit,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Anglais,Écrit,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Écrit,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Anglais,Oral,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Oral,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Oral,42006,Professeur agrégé,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Oral,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Oral,42006,Professeur agrégé,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Oral,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Oral,42006,Professeur agrégé,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Oral,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Oral,Z9Z9Z,Professeur accrédité,Microbiologie (B.Sc.),1998,Université de Montréal,Canada,CA
in15353,M,Français,Oral,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Oral,Z9Z9Z,Professeur accrédité,Informatique (M.Sc.),1999,Université de Montréal,Canada,CA
in15353,M,Français,Oral,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15353,M,Français,Oral,Z9Z9Z,Professeur accrédité,Informatique (Ph.D.),2002,Université de Montréal,Canada,CA
in15354,F,Anglais,Écrit,42001,Professeure titulaire,PhD,2002,Université Paris 8,France,FR
in15354,F,Français,Écrit,42001,Professeure titulaire,PhD,2002,Université Paris 8,France,FR
in15354,F,Français,Oral,42001,Professeure titulaire,PhD,2002,Université Paris 8,France,FR
in15354,F,Espagnol; castillan,Oral,42001,Professeure titulaire,PhD,2002,Université Paris 8,France,FR
in15355,M,,,42006,Professeur agrégé,,,,,
in15356,F,Anglais,Écrit,42001,Professeure titulaire,Baccalauréat,1995,McGill,Canada,CA
in15356,F,Anglais,Écrit,42001,Professeure titulaire,PhD,2000,McGill,Canada,CA
in15356,F,Anglais,Écrit,42001,Professeure titulaire,Post-doctorat,2002,Australian National University,Australie,AU
in15356,F,Anglais,Écrit,42001,Professeure titulaire,Post-doctorat,2005,Université de Montréal,Canada,CA
in15356,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1995,McGill,Canada,CA
in15356,F,Français,Écrit,42001,Professeure titulaire,PhD,2000,McGill,Canada,CA
in15356,F,Français,Écrit,42001,Professeure titulaire,Post-doctorat,2002,Australian National University,Australie,AU
in15356,F,Français,Écrit,42001,Professeure titulaire,Post-doctorat,2005,Université de Montréal,Canada,CA
in15356,F,Anglais,Oral,42001,Professeure titulaire,Baccalauréat,1995,McGill,Canada,CA
in15356,F,Anglais,Oral,42001,Professeure titulaire,PhD,2000,McGill,Canada,CA
in15356,F,Anglais,Oral,42001,Professeure titulaire,Post-doctorat,2002,Australian National University,Australie,AU
in15356,F,Anglais,Oral,42001,Professeure titulaire,Post-doctorat,2005,Université de Montréal,Canada,CA
in15356,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1995,McGill,Canada,CA
in15356,F,Français,Oral,42001,Professeure titulaire,PhD,2000,McGill,Canada,CA
in15356,F,Français,Oral,42001,Professeure titulaire,Post-doctorat,2002,Australian National University,Australie,AU
in15356,F,Français,Oral,42001,Professeure titulaire,Post-doctorat,2005,Université de Montréal,Canada,CA
in15357,M,Français,Écrit,42001,Professeur titulaire,Doctorat,1991,Université Laval,Canada,CA
in15357,M,Français,Écrit,42001,Professeur titulaire,Stage postdoctoral,1995,INSERM U109,France,FR
in15357,M,Français,Oral,42001,Professeur titulaire,Doctorat,1991,Université Laval,Canada,CA
in15357,M,Français,Oral,42001,Professeur titulaire,Stage postdoctoral,1995,INSERM U109,France,FR
in15360,M,,,42006,Professeur agrégé,,,,,
in15361,M,,,42001,Professeur titulaire,,,,,
in15362,F,Anglais,Écrit,42001,Professeure titulaire,,,,,
in15362,F,Français,Écrit,42001,Professeure titulaire,,,,,
in15362,F,Français,Oral,42001,Professeure titulaire,,,,,
in15366,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1987,Université de Montréal,Canada,CA
